section id,recording id,fixation id,start timestamp [ns],end timestamp [ns],duration [ms],fixation detected on surface,fixation x [normalized],fixation y [normalized]
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,298,1649868437984562069,1649868438580609069,596,false,1.318746,0.61858
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,299,1649868438677222069,1649868448908672069,10231,false,1.330539,0.578787
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,306,1649868451612478069,1649868451828910069,216,false,1.392176,0.604228
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,307,1649868452141051069,1649868452548912069,407,false,1.394731,0.596724
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,308,1649868452840728069,1649868453440813069,600,false,1.328104,0.620896
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,313,1649868456420992069,1649868456688825069,267,false,1.0313,0.536858
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,314,1649868456720789069,1649868456888649069,167,false,1.331365,0.655433
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,317,1649868457336856069,1649868457909235069,572,false,2.435346,0.798181
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,318,1649868458112892069,1649868459088702069,975,false,2.231708,0.814949
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,323,1649868460728499069,1649868461728748069,1000,false,2.165002,0.764749
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,325,1649868462068660069,1649868462508505069,439,false,1.165368,0.222583
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,326,1649868462548662069,1649868463068862069,520,false,1.328047,0.628349
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,327,1649868463104837069,1649868463448688069,343,false,1.643042,0.621477
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,328,1649868463489025069,1649868463680709069,191,false,1.201781,0.265364
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,329,1649868463860643069,1649868464376697069,516,false,1.459603,0.553805
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,330,1649868464408520069,1649868464704925069,296,false,1.164785,0.574176
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,331,1649868464732741069,1649868464916590069,183,false,1.376033,0.620375
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,332,1649868464952728069,1649868465116484069,163,false,1.328695,0.24513
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,333,1649868465136712069,1649868465316684069,179,false,1.159322,0.222787
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,334,1649868465365150069,1649868466148571069,783,false,1.311393,0.612257
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,335,1649868466176626069,1649868466404671069,228,false,1.626808,0.620956
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,336,1649868466436664069,1649868466745071069,308,false,1.347848,0.596793
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,337,1649868466776483069,1649868467008660069,232,false,1.137691,0.182283
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,338,1649868467060873069,1649868467468540069,407,false,1.679993,0.56282
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,339,1649868467500487069,1649868468840708069,1340,false,1.298301,0.612995
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,340,1649868468876699069,1649868469516737069,640,false,1.107577,0.198339
